word.freq.make	word.freq.address	word.freq.all	word.freq.3d	word.freq.our	word.freq.over	word.freq.remove	word.freq.internet	word.freq.order	word.freq.mail	word.freq.receive	word.freq.will	word.freq.people	word.freq.report	word.freq.addresses	word.freq.free	word.freq.business	word.freq.email	word.freq.you	word.freq.credit	word.freq.your	word.freq.font	word.freq.000	word.freq.money	word.freq.hp	word.freq.hpl	word.freq.george	word.freq.650	word.freq.lab	word.freq.labs	word.freq.telnet	word.freq.857	word.freq.data	word.freq.415	word.freq.85	word.freq.technology	word.freq.1999	word.freq.parts	word.freq.pm	word.freq.direct	word.freq.cs	word.freq.meeting	word.freq.original	word.freq.project	word.freq.re	word.freq.edu	word.freq.table	word.freq.conference	char.freq.semi	char.freq.lparen	char.freq.lbrack	char.freq.bang	char.freq.dollar	char.freq.hash	capital.run.length.average	capital.run.length.longest	capital.run.length.total	spam	rgroup
0.87	0.43	0	0	0	0	0	0	0	0.43	0	0.87	0	0	0	0	0	0	3.5	0	1.31	0	0	0	1.31	0.43	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	2.085	25	73	non-spam	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.29	0	0	0	0	0	2.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76	0	0	0	0	0.258	0	0	0	0	3.74	53	101	non-spam	28
0	6.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58	0	0	0	0	0	1.58	1.58	1.58	1.58	1.58	1.58	1.58	3.17	0	3.17	1.58	1.58	0	0	0	1.58	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0.215	3.461	12	90	non-spam	27
0.32	0	0	0	0.32	0	0	0	0	0	0	0.32	0	0	0	0	0	0	0.96	0	2.56	0	0	0	0	0	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234	0	0.058	0	0	1.068	3	47	non-spam	23
0	1.23	0	0	0	0	0	0	0	1.23	0	0.61	2.46	0	0	0	0	0	3.08	0	1.23	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.224	0	0	0	0	1	1	20	non-spam	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	non-spam	35
0.28	0	0	0	0.28	0	0	0	0.28	0	0.28	3.97	0	0	0	0	0	0	3.97	0	0.85	0	0	0	0.28	1.13	0	0	0	0	0	0	0	0	0	0	0.28	0	0.28	0	0	0	0	0.28	0	0	0	0.28	0	0	0	0.08	0	0	2.396	16	139	non-spam	23
0	0	0	0	0	0	0	0	0	0	0	0	1.88	0	0	0	0	1.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88	0	0	0	0	0	0	0	0	0	0	1.533	5	23	non-spam	29
0	0	0	0	0	0	0	0	0	0	0	5.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.166	2	14	non-spam	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.72	6.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.466	13	37	non-spam	47
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53	6.15	0	0	0	0	0	0	0	0	0	0	1.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.714	6	36	non-spam	70
0	0	0	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56	0	1.56	0	3.12	0	1.56	0	1.56	1.56	0	0	0	0.215	0.215	0	0	0	1.666	12	30	non-spam	85
0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	non-spam	70
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552	0	0	0	0	1	1	4	non-spam	79
0	0	0.97	0	0	0	0	0	0	1.94	0	0.97	0	0	0	0	0	0.97	5.82	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0	0	0	0	2.187	14	70	non-spam	62
0	0	0	0	0	0	0	0	0	1.19	0	2.38	0	0	0	0	0	0	1.19	0	0	0	0	0	1.19	1.19	0	2.38	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621	0	0	0	0	2.617	11	89	non-spam	75
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	non-spam	8
0	0	0	0	0.34	0	0	0.34	0	1.7	0	1.36	0.34	0	0	0	0.34	0	1.36	0	0	0	0	0	0.34	0.34	1.02	0	0	0	0	0	0	0	0.34	0	0.34	0	0	0	0	0	0	2.38	0	0	0	0	0	0.055	0.11	0	0	0	1.421	8	91	non-spam	46
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	non-spam	65
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57	0	0	0	0	0	0	0	0	0	0	0	7.14	0	0	0	0	0	0	0	0	0	0.578	1.734	0	0	0	0	3.083	24	37	non-spam	80
0	0	1.33	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33	1.33	0	2.66	0	0	0	0	0	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0.413	0	0	0	0	4.36	46	109	non-spam	22
0.23	0	0.46	0	0	0	0	0.23	0	0.23	0	0	0	0	0	0	0	0	3.69	0	0.69	0	0	0	1.84	0.23	0	0	0	0.23	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0.253	0	0	0.031	0	2.016	19	244	non-spam	39
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52	4.76	4.76	4.76	4.76	4.76	4.76	4.76	0	4.76	4.76	4.76	0	0	0	4.76	0	0	0	0	0	0	0	0	0	1.257	0	0	0	0	3.333	11	30	non-spam	32
0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0.22	0	0	0.33	0.11	0	0	0	0	0.11	0	0	0	0	0	0	0.053	0.16	0	0	0	0	2.367	24	651	non-spam	78
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552	0	0	0	0	1.6	4	8	non-spam	68
0	0	0	0	0	0	0	0	0	0	0	3.38	0	0	0	0	1.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204	0	0.408	0	0	6.187	47	99	non-spam	45
0	0	0.32	0	0.32	0	0	0	0	0	0	0.64	0	0	0	0	0	0	0.32	0	0	0	0	0	0.64	0.64	0	0	0	0	0	0	0	0	0	0.32	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	1.677	10	156	non-spam	58
0.23	0	0.23	0	1.17	0	0	0	0	0	0	1.41	0	0	0	0	0.11	0	0.47	0	0.7	0	0.11	0	1.29	0.11	0	0	0.11	0.23	0	0	0	0	0	0	0.11	0	0	0	0	0.11	0	0	0.23	0	0	0	0	0.015	0	0	0	0.015	1.486	7	162	non-spam	60
2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.888	29	53	non-spam	55
0	0	0	0	0	0	0	0	0	0	0	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	7	64	non-spam	11
0	0	0	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0.159	0	0	1.45	7	74	non-spam	88
0.29	0	0.44	0	0.73	0	0	0	0	0	0	0.58	0	0	0	0.14	0	0	0.73	0.14	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0.14	0	0.14	0	0	0	1.32	0.02	0.321	0.18	0.14	0	0	1.891	24	522	non-spam	41
0	0	0.91	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	2.28	0	0	0	0	0	0.91	0.91	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	7	103	non-spam	28
0	0	1.09	0	0	0	0	0	0	1.09	0	2.19	0	0	0	0	0	0	0	0	0	0	0	0	1.09	1.09	0	2.19	0	0	0	0	0	0	0	1.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0	0	0	0	4.586	51	133	non-spam	99
0	0.51	0	0	1.02	0	0	0.51	0	0	0	0	0	0	0	0.51	0.51	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0	0	0.51	0	0	0	0.51	0	0	0	0	0	0.071	0	0	0	0	2.076	9	108	non-spam	31
0	0.61	0	0	1.22	0	0	0	0	3.68	0	0	0	0	0.61	0	0	0	1.84	0	1.84	0	0	0	0.61	0.61	0	0	0	2.45	0	0	0	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.476	8	62	non-spam	30
0	0	0	0	0	0	0	0	0	0.91	0	0	0	0	0	0	0	0	1.83	0	0	0	0	0	1.83	0.91	2.75	0.91	0.91	0.91	0.91	0.91	0	0.91	0.91	0.91	0.91	0	0.91	0.91	0	0	0.91	0	0.91	0	0	0	0	0.46	0	0	0	0	1.918	13	71	non-spam	50
0	0	0	0	0	0	0	0	0	0	0	4.58	0	0	0	0	0.91	0	0	0	0.91	0	0	0	1.83	0	0	0	0	0.91	0	0	0	0	0	0.91	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0.12	0	0.241	0	0	3.541	26	85	non-spam	29
0	0	0.36	0	0.36	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	6.25	5.51	0	0	0	0	0	0	0	0	0	0	1.47	0	0	0	0	0	0	0	0	0	0	0	0.279	0.767	0.139	0	0	0	3.722	20	268	non-spam	73
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	non-spam	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	non-spam	37
0	0	0.18	0	0	0.09	0	0	0	0	0	0.94	0.37	0	0	0	0.28	0	0	0	0	0	0	0	1.41	0	0	0	0	0	0	0	0.84	0	0	0.47	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0.052	0.065	0	0	0	0	2.022	19	451	non-spam	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.44	0	0	0	1.44	0	0.72	0	1.44	1.44	0	0	0	0	0.114	0.114	0	0.114	1.645	12	51	non-spam	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	1.62	0	0.81	0	1.62	1.62	0	0	0	0	0.137	0	0	0.137	1.636	12	36	non-spam	91
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	0	1	1	8	non-spam	19
0	0	0	0	0	0	0	0	0	0	0	0.85	0	0	0	0	0	0.85	2.56	0	0	0	0	0	0.85	0.85	0	0.85	0	0	0	0	0	0	0.85	0	1.7	0	0	0	0	0	0.85	0	0.85	0	0	0	0.142	0	0.142	0	0	0	1.717	12	67	non-spam	32
0	0	0	0	0	0	0	0	0	1.22	0	0	0	0	0	0	0	0.61	1.84	0	0	0	0	0	2.45	1.84	1.22	1.22	0.61	0.61	0.61	0.61	0	0.61	1.22	0.61	0.61	0	0	0.61	0	0	0.61	0	0.61	0	0	0	0.095	0.38	0.19	0.19	0	0	1.857	12	104	non-spam	2
0	0	0	0	0	0	0	0	0	0	0	2.81	0	0	0	0.35	0	0.35	0.35	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0	0	0	0	1.226	5	146	non-spam	61
0	0	0	0	0	0	0	0	0	0	0	0.54	0.54	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0.54	0	0	2.7	0	0.54	0	0	0	0	0	0.087	0	0.087	0	0	2.363	5	52	non-spam	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.22	0	0	0	0	0	2.22	2.22	0	0	0	0	0	0	0	0	2.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.769	8	23	non-spam	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81	0	0	0	0	0	3.63	0	0	0	0	0	0	0	0	0	0	0	1.81	0	0	0	0	0	0	0	0	0	1.181	3	13	non-spam	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36	2.04	0	0.68	0	0	0	1.36	0.68	0	0.68	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0	2.461	17	96	non-spam	70
0	0	0	0	6.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	10	non-spam	63
0	0	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	0	0	0	1.75	0	0	0	0	0	0	0	0	0.87	0	0	0	0	0	0	1.795	11	79	non-spam	81
0	0	0	0	0	0	0	0	0	0.9	0	1.81	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0.9	0	1.81	0	0	0	0	0	0	0	0.9	0	0	0.9	0	0	0	0	0	0	0	0	0	0	1.208	0	0	0	0	5.111	58	138	non-spam	36
0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0.35	0	1.06	0	0	0	1.41	1.06	0.7	0.35	0.35	0.7	0.35	0.35	0.35	0.35	0.35	0.35	0.35	0	0	0.35	0	0	0.35	0	0.7	0	0	0	0	0.222	0.055	0	0	0	1.506	12	119	non-spam	41
0	0	0	0	0	0	0	0	0	0	0	2.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48	0	0	2	7	26	non-spam	68
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	1.01	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.08	0.564	0	0	0.161	0	1.712	20	137	non-spam	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0.33	0	0.042	0	0	0	0	2.519	46	131	non-spam	77
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	1.12	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0	0.096	0	0	0	0	1.15	4	46	non-spam	96
0	0	0.18	0	0.56	0	0	0	0	0	0	0.75	0.37	0	0	0	0	0	0	0	0	0	0	0	3.03	0	0	0	0	0	0	0	0	0	0	0.18	0.18	0	0	0	0	0	0.18	0	0.18	0	0	0	0	0.056	0	0	0.112	0	2.188	19	232	non-spam	79
0	0	0.8	0	2.42	0	0	0	0	0	0	0.4	0	0	0	0	0	0.4	5.26	0	1.61	0	0	0	0.4	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61	0	0	0	0	0	0	0.27	0	0	2.36	35	59	non-spam	50
0	0	0	0	0	0	0	0	0	0	0	7.69	0	0	0	0	0	0	0	0	0	0	0	0	3.84	3.84	0	0	7.69	0	0	0	0	0	0	0	0	0	0	0	0	7.69	0	0	0	0	0	0	0	0	0	0.581	0	0	1.615	4	21	non-spam	94
0.21	0	0.21	0.21	0.63	0	0	0	0	0	0.42	0	0.21	0	0	0.84	0	0.42	1.9	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0.374	0.062	0	2.892	71	405	non-spam	36
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0	4.7	2.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.882	21	49	non-spam	45
0	0	0.22	0	0	0	0	0	0	0	0	0.68	0.9	0	0	0.22	0.22	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0.22	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0	0	0	0	2.182	42	203	non-spam	90
0	0.08	0.08	0	0	0.08	0	0.16	0	0	0	0.81	0.16	0	0	0	0.08	0	0	0	0	0	0.08	0	3.49	0.48	0	0	0.32	0.24	0	0	0	0	0	0.32	0.08	0	0	0	0	0.08	0	0	0	0	0	0.08	0.022	0.111	0	0	0.055	0	2.145	21	693	non-spam	83
0.22	0	0.22	0	0.45	0	0	0	0	0	0	0	0.68	0	0	0.22	0	0	0.68	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0	0.68	0	0.22	1.83	0.22	0.91	0	0	0	0.267	0.038	0	0	0	1.649	13	94	non-spam	59
0	0	0	0	0	0	0	0	0	0	0	1.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	7	64	non-spam	79
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66	0	0	0	0	0	0	1.149	0	0	1.5	3	12	non-spam	12
0	0	0.81	0	1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09	2	12	non-spam	81
0	1.17	0	0	0	0	0	0	1.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.17	2.35	0	0	0	0	0	0	0	0	0	1.17	0	0	0	0	0	0	0	0	0	0	1.17	0.376	0	0	0	0	0	2.925	16	117	non-spam	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34	0	0	0	0	0	0	0	0	0	1	1	8	non-spam	97
0	0	0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0	0.67	1.34	0	0	0	0	0	0	0	0.67	0	0	0	0	0	1.34	0	0	0	0	0	0	0	0	0	0	0.67	0.67	0	0	0	0	0.111	0	0	0	0	1.285	5	27	non-spam	75
0	0	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65	0	0.55	0	0	0	0	0	0.55	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	0	0	1.1	0.55	0	0	0	0	0.092	0	0	0	0	1.84	5	46	non-spam	89
0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	2.7	0	1.35	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35	0	0	0	0	0	0	0	0	0	0	0	1.88	5	47	non-spam	59
0	0	1.56	0	1.56	0	0	0	0	1.56	0	6.25	0	0	0	0	0	1.56	1.56	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278	0	0	0	0	1	1	11	non-spam	92
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.687	0	0	0	0	1.903	17	59	non-spam	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.52	4.76	4.76	4.76	4.76	4.76	4.76	4.76	0	4.76	4.76	4.76	0	0	0	4.76	0	0	0	0	0	0	0	0	0	1.257	0	0	0	0	3.333	11	30	non-spam	14
0	0	0	0	0.27	0	0	0	0	0.27	0	0.54	0	0.54	0	0	0.54	0	1.63	0	0	0	0	0	4.89	1.35	0.27	0.27	0.27	0.27	0.27	0.27	0	0.27	0.27	0.27	0	0	0.27	0.27	0	0	0.27	0	0.81	0	0	0	0	0.192	0.153	0	0	0	4.608	35	424	non-spam	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63	0	0	0	0	0	0	2.63	0	0	0	0	0	0	0	0	0	0.414	0	0	2.705	13	46	non-spam	48
0	0	0.2	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0.2	0.2	0	0	0	0	0	0.2	0.2	0	0.41	0	0	0	0	0.2	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0.148	0	0	0	0	1.669	15	187	non-spam	67
0	0.22	0	0	0.66	0.22	0	0.44	0.44	0.89	0	0	0.22	0.22	0	1.33	0	0	0.89	0	0.44	0	0	0.22	3.34	3.56	0.66	0.22	0.22	0.22	0.22	0.22	0	0.22	0.22	0.22	1.11	0	0	0.22	0	0	0.22	0	0.22	0	0	0	0.148	0.372	0.111	0.372	0.223	0	3.425	42	411	non-spam	1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66	0	0	0	0	0	1.33	0	0	1.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478	0	0	0	0	2.166	18	52	non-spam	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.333	5	7	non-spam	88
0	0	0.62	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0.62	1.25	0	0	0	0	0	1.25	0.62	0	0.62	0	0.62	0.62	0	0.62	0	0.62	0.62	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0.084	0	0.169	0	0	1.863	10	82	non-spam	99
0	0.04	0.25	0	0.04	0.04	0	0	0.16	0.08	0.2	0.62	0	0	0	0.16	0.04	0	0.71	0	0.41	0	0.12	0	2.01	0.41	0	0.12	0	0.08	0.12	0	0	0	0.04	0	0.2	0	0	0	0	0	0	0.08	0.08	0	0	0.04	0.012	0.274	0.012	0.031	0.056	0	1.83	23	1479	non-spam	29
0	0	0	0	0	0	0	0	0	0	0	4.34	0	0	0	0	0.62	0	0	0	0.62	0	0	0	3.1	0	0	0	0	0.62	0	0	0	0	0	0.62	0	0	0.62	0	0	0	0	0	0.62	0	0	0	0	0.166	0	0.333	0	0	4.255	34	200	non-spam	21
0	0.39	0.19	0	0.19	0.09	0	0	0	0	0	0.29	0	0	0.29	0	0	0.29	0.89	0	0.29	0	0	0	0.49	0.49	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	4.75	0	0.09	0	0.09	5.74	0	0	1.352	0.08	0	0.016	0	0	1.679	17	178	non-spam	40
0	0.39	0.19	0	0.19	0.09	0	0	0	0	0	0.29	0	0	0.29	0	0	0.29	0.89	0	0.29	0	0	0	0.49	0.49	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	4.75	0	0.09	0	0.09	5.74	0	0	1.353	0.08	0	0.016	0	0	1.679	17	178	non-spam	34
0	0.39	0.19	0	0.19	0.09	0	0	0	0	0	0.29	0	0	0.29	0	0	0.29	0.89	0	0.29	0	0	0	0.49	0.49	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	4.75	0	0.09	0	0.09	5.74	0	0	1.353	0.08	0	0.016	0	0	1.679	17	178	non-spam	51
0	0	0.93	0	0.31	0	0	0	0.31	0	0.31	0.93	0	0	0	0	0.62	0	3.75	0	3.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	0	0	0	0.054	0.108	0	0.054	0	0.054	2.735	14	145	non-spam	29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.729	0	0	1.875	4	15	non-spam	34
0	0	0	0	0	0	0	0	0	0.84	0	0.84	0	0	0	0	0	0	4.2	0	0	0	0	0	1.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	0	0	0	1.454	9	32	non-spam	61
0	0	0	0	0	0	0	0	0	0	0	4.58	0	0	0	0	0.91	0	0	0	0.91	0	0	0	1.83	0	0	0	0	0.91	0	0	0	0	0	0.91	0	0	0.91	0	0	0	0	0	0	0	0	0	0	0.124	0	0.249	0	0	2.576	14	67	non-spam	31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.333	3	12	non-spam	42
0	0	0.86	0	0	0	0	0.86	0	0	0	1.73	0	0	0	0	0	0	0	0	0	0	0	0	3.47	5.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0.125	0	0	0	0	1.8	9	72	non-spam	95
