custid	sex	is.employed	income	marital.stat	health.ins	housing.type	recent.move	num.vehicles	age	state.of.res
871562	M	TRUE	37000	Never Married	FALSE	Rented	TRUE	2	19	Texas
872071	M	TRUE	141100	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	57	Minnesota
873626	F	TRUE	35000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	46	Texas
874159	F	TRUE	7500	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	47	North Carolina
875771	M	FALSE	175200	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	124.845087232534	Arkansas
876972	F	TRUE	10000	Married	FALSE	Rented	TRUE	3	28	New York
878578	M	TRUE	24000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	38	Texas
878875	M	TRUE	40500	Married	TRUE	Rented	TRUE	2	37	Louisiana
878882	M	TRUE	76000	Married	TRUE	Homeowner with mortgage/loan	FALSE	0	33	Minnesota
880240	M	NA	0	Never Married	TRUE	NA	NA	NA	87	Georgia
882950	F	NA	14500	Widowed	TRUE	Homeowner free and clear	FALSE	0	86	Wisconsin
883639	M	TRUE	55000	Married	TRUE	Rented	FALSE	2	38	California
884334	M	TRUE	51000	Married	TRUE	Rented	FALSE	2	52	Michigan
885269	M	FALSE	32500	Married	FALSE	Homeowner with mortgage/loan	FALSE	3	50	New Jersey
886647	F	TRUE	10600	Never Married	FALSE	Rented	FALSE	4	19	Georgia
887135	M	NA	233000	Married	TRUE	Homeowner free and clear	FALSE	2	67	Missouri
887400	M	TRUE	43000	Divorced/Separated	TRUE	Rented	FALSE	2	57	North Carolina
892483	M	NA	100	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	68	Minnesota
896869	F	FALSE	22000	Divorced/Separated	FALSE	Rented	FALSE	1	63	Alabama
897580	M	TRUE	59500	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	50	Pennsylvania
898396	M	TRUE	45000	Married	TRUE	Homeowner free and clear	FALSE	3	47	Michigan
900377	M	TRUE	70000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	47	Arizona
900986	F	TRUE	95050	Married	TRUE	Rented	FALSE	1	33	Illinois
901246	F	TRUE	65000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	39	Oregon
902413	M	TRUE	52000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	45	Maryland
904144	F	NA	5700	Widowed	TRUE	Homeowner free and clear	FALSE	1	93	California
904594	F	NA	0	Married	FALSE	Rented	TRUE	2	50	Connecticut
904673	F	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	52	Illinois
907824	F	FALSE	43000	Never Married	FALSE	Rented	FALSE	1	55	New Jersey
908176	F	NA	10100	Widowed	TRUE	Rented	FALSE	0	76	Pennsylvania
908928	M	TRUE	32000	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	4	56	Illinois
909002	F	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	31	New York
911763	F	NA	26800	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	77	Pennsylvania
912196	F	NA	14500	Divorced/Separated	TRUE	Rented	FALSE	0	84	Michigan
913398	M	FALSE	29000	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	51	New York
913679	M	NA	22000	Married	TRUE	Homeowner free and clear	FALSE	2	83	California
914187	F	TRUE	83000	Married	TRUE	Homeowner with mortgage/loan	TRUE	3	25	Florida
924426	M	TRUE	65000	Divorced/Separated	TRUE	Rented	TRUE	2	37	Oregon
924897	F	TRUE	155800	Divorced/Separated	TRUE	Rented	FALSE	1	50	Arizona
925421	M	TRUE	35600	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	49	Georgia
926808	M	TRUE	17000	Married	FALSE	Rented	FALSE	2	42	Kentucky
927129	F	FALSE	16500	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	6	32	Maryland
928004	M	NA	17000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	58	Missouri
928569	F	TRUE	14800	Married	TRUE	Rented	TRUE	2	21	Florida
931141	M	TRUE	33000	Divorced/Separated	FALSE	Rented	TRUE	4	25	South Carolina
931352	F	NA	9600	Widowed	TRUE	Homeowner free and clear	FALSE	1	85	California
931449	M	NA	42400	Married	TRUE	Homeowner free and clear	FALSE	2	0	Missouri
932143	F	TRUE	50000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	52	Texas
932574	M	NA	12500	Never Married	TRUE	Rented	FALSE	0	66	Massachusetts
934426	M	TRUE	28000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	62	Louisiana
938913	M	NA	47000	Married	TRUE	Homeowner free and clear	FALSE	1	61	Massachusetts
940084	M	TRUE	53000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	29	California
948494	M	TRUE	385000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	34	Ohio
949925	F	TRUE	790	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	44	Florida
950326	M	TRUE	15000	Never Married	FALSE	Rented	FALSE	1	26	Virginia
952729	F	TRUE	35000	Never Married	TRUE	Rented	FALSE	1	28	Texas
953043	F	TRUE	20000	Never Married	TRUE	Rented	TRUE	2	19	Texas
955457	M	TRUE	32000	Married	TRUE	Homeowner free and clear	FALSE	4	43	Kansas
957083	M	NA	30400	Divorced/Separated	TRUE	Rented	TRUE	0	64	Pennsylvania
958271	F	TRUE	180000	Divorced/Separated	TRUE	Rented	FALSE	1	39	New York
960591	M	TRUE	40000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	49	South Carolina
961665	M	NA	0	Never Married	FALSE	NA	NA	NA	45	Mississippi
964297	M	TRUE	10000	Married	TRUE	Homeowner with mortgage/loan	FALSE	5	56	Virginia
965058	F	FALSE	6000	Never Married	FALSE	Rented	TRUE	1	28	Tennessee
965618	M	TRUE	113500	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	48	Texas
965689	M	NA	17990	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	56	Texas
966699	M	TRUE	70000	Divorced/Separated	TRUE	Rented	FALSE	1	50	Georgia
968478	F	TRUE	46800	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	3	48	Virginia
968830	M	TRUE	4230	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	3	67	Ohio
970098	M	NA	19000	Married	TRUE	Rented	TRUE	2	65	New Jersey
971703	M	FALSE	-8700	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	60	Oklahoma
971768	M	TRUE	8000	Never Married	FALSE	NA	NA	NA	45	Alabama
973386	M	TRUE	45800	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	58	Maryland
973839	M	TRUE	45600	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	67	Virginia
975187	F	TRUE	46000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	3	48	New York
975652	F	TRUE	61000	Never Married	TRUE	Rented	FALSE	1	35	Pennsylvania
979475	F	TRUE	75000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	56	Nebraska
979736	M	TRUE	32000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	36	Connecticut
980375	F	TRUE	84000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	61	Wisconsin
980412	F	NA	28800	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Connecticut
980947	F	NA	2400	Never Married	TRUE	Rented	TRUE	2	20	Florida
985415	F	TRUE	39000	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	55	Illinois
986039	M	TRUE	42000	Never Married	FALSE	Rented	FALSE	1	36	Pennsylvania
986096	M	TRUE	172000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	41	Illinois
987046	M	TRUE	120350	Married	TRUE	Rented	FALSE	1	44	Wisconsin
987884	F	TRUE	21000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	50	Illinois
988264	M	FALSE	5000	Married	TRUE	Homeowner with mortgage/loan	FALSE	5	55	Alabama
988580	M	NA	17100	Married	TRUE	Homeowner with mortgage/loan	FALSE	0	77	Massachusetts
991697	F	NA	11000	Never Married	FALSE	Rented	FALSE	2	40	California
991794	M	NA	14600	Married	TRUE	Homeowner free and clear	FALSE	1	93	New Hampshire
991888	M	NA	67000	Married	TRUE	Homeowner free and clear	FALSE	1	93	South Dakota
993668	F	TRUE	80000	Never Married	TRUE	Rented	TRUE	2	39	Illinois
994628	F	NA	0	Married	FALSE	Rented	FALSE	2	29	California
996953	F	FALSE	0	Married	FALSE	Rented	TRUE	3	35	Georgia
997940	F	NA	0	Married	TRUE	Rented	TRUE	2	27	Texas
998185	F	NA	6000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	36	California
999444	M	TRUE	24000	Married	TRUE	Rented	FALSE	2	24	Alabama
1000510	M	TRUE	90000	Married	FALSE	Occupied with no rent	TRUE	3	41	Connecticut
1002936	F	TRUE	55000	Never Married	TRUE	Rented	FALSE	2	41	Texas
1003135	M	NA	15400	Married	TRUE	NA	NA	NA	88	Maryland
1003695	F	NA	0	Never Married	TRUE	Rented	FALSE	1	55	Georgia
1005559	M	NA	82800	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	63	Michigan
1006488	F	TRUE	38000	Divorced/Separated	TRUE	Rented	FALSE	0	59	Minnesota
1010216	F	TRUE	14800	Never Married	TRUE	Rented	FALSE	6	28	Massachusetts
1016594	M	NA	14400	Married	TRUE	Rented	FALSE	1	69	Ohio
1022619	M	NA	62800	Divorced/Separated	TRUE	Rented	FALSE	1	72	West Virginia
1024624	F	TRUE	31900	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	62	Ohio
1024809	M	TRUE	18000	Married	TRUE	Homeowner with mortgage/loan	TRUE	1	24	Nevada
1026982	M	TRUE	31200	Never Married	FALSE	Rented	TRUE	2	26	Connecticut
1029778	M	TRUE	11200	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	84	Minnesota
1031473	M	TRUE	259300	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	4	65	Minnesota
1031701	M	TRUE	45100	Never Married	TRUE	Rented	FALSE	1	44	Georgia
1032071	F	FALSE	7190	Never Married	TRUE	Rented	TRUE	1	35	South Carolina
1032120	F	TRUE	184000	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	41	Ohio
1032402	M	TRUE	22800	Married	TRUE	Rented	TRUE	2	72	Indiana
1033341	M	TRUE	4800	Married	TRUE	Occupied with no rent	FALSE	2	34	Texas
1033571	M	TRUE	31900	Divorced/Separated	TRUE	Rented	FALSE	2	68	Ohio
1034979	F	NA	750	Never Married	TRUE	Rented	FALSE	1	38	Indiana
1034994	F	NA	10400	Widowed	TRUE	Occupied with no rent	FALSE	2	57	Ohio
1036358	F	TRUE	44500	Divorced/Separated	TRUE	Rented	TRUE	1	48	Georgia
1036746	F	NA	33100	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	65	New York
1037495	F	TRUE	22800	Never Married	FALSE	Rented	TRUE	1	30	New York
1037857	M	TRUE	39000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	22	Ohio
1038537	F	TRUE	32000	Never Married	FALSE	Homeowner free and clear	FALSE	1	42	Ohio
1039209	M	NA	1000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	59	Washington
1040818	M	TRUE	285500	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	46	North Carolina
1042303	M	TRUE	71300	Married	TRUE	Rented	FALSE	2	28	Missouri
1042791	M	FALSE	25800	Married	TRUE	Rented	TRUE	2	46	Ohio
1044036	F	TRUE	52000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	31	Ohio
1046317	F	NA	19000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	1	89	Indiana
1046696	M	TRUE	24800	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	65	Maryland
1047534	M	TRUE	200000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	130.401604710147	Washington
1048652	F	NA	1400	Divorced/Separated	TRUE	Rented	TRUE	1	77	Louisiana
1048836	M	TRUE	40000	Married	TRUE	Rented	FALSE	3	55	Maryland
1051439	M	TRUE	96000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	40	Massachusetts
1052064	M	TRUE	100000	Never Married	TRUE	Rented	FALSE	1	33	Connecticut
1053513	M	TRUE	135070	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	59	Minnesota
1055360	F	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	58	New York
1057167	F	NA	29100	Widowed	TRUE	NA	NA	NA	93	North Carolina
1057778	F	NA	18000	Never Married	TRUE	Rented	FALSE	4	19	California
1058755	F	TRUE	37000	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	59	Texas
1063014	F	TRUE	82000	Married	TRUE	Rented	FALSE	2	43	California
1064979	F	TRUE	45000	Divorced/Separated	TRUE	Rented	FALSE	2	43	Pennsylvania
1065059	F	FALSE	26600	Never Married	FALSE	Rented	FALSE	1	28	California
1065669	F	TRUE	52500	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	61	Oregon
1068379	F	TRUE	80700	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	61	Massachusetts
1068855	M	TRUE	171000	Married	TRUE	Homeowner with mortgage/loan	FALSE	6	59	Pennsylvania
1072259	M	NA	10500	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	60	Indiana
1072827	M	TRUE	48000	Married	FALSE	Rented	FALSE	4	64	California
1075920	M	TRUE	135000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	47	Illinois
1076007	M	TRUE	25000	Never Married	TRUE	Rented	FALSE	3	25	Pennsylvania
1079462	F	TRUE	9500	Never Married	TRUE	Rented	FALSE	2	36	Arizona
1079878	F	NA	37200	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	62	Michigan
1082333	M	TRUE	45000	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	2	50	South Carolina
1083939	M	NA	0	Married	TRUE	Homeowner free and clear	FALSE	1	73	Minnesota
1084583	F	TRUE	12000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	41	Maryland
1086100	F	FALSE	28000	Never Married	FALSE	Rented	FALSE	2	26	Connecticut
1086785	F	NA	11600	Married	TRUE	Homeowner free and clear	FALSE	2	84	Washington
1087193	F	TRUE	99000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	0	75	Illinois
1088407	M	TRUE	180000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	36	California
1089530	F	TRUE	48000	Widowed	TRUE	Rented	FALSE	1	54	Alabama
1090019	M	TRUE	34000	Married	FALSE	Rented	FALSE	2	57	Ohio
1095968	F	TRUE	69500	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	46	Florida
1096606	M	TRUE	52500	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	50	Maine
1097109	M	TRUE	44000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	50	Ohio
1097837	F	FALSE	26800	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	53	California
1100932	F	FALSE	11400	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	40	New Jersey
1105503	M	TRUE	52200	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	62	California
1108038	F	TRUE	45500	Married	TRUE	Rented	TRUE	2	40	Texas
1108230	F	TRUE	30400	Widowed	TRUE	Rented	FALSE	1	64	New York
1110560	M	TRUE	12000	Never Married	FALSE	Homeowner with mortgage/loan	FALSE	3	20	Texas
1110962	M	FALSE	3400	Divorced/Separated	FALSE	Rented	FALSE	0	58	North Carolina
1111699	M	TRUE	117200	Never Married	TRUE	Rented	FALSE	4	40	Pennsylvania
1114096	M	TRUE	33500	Married	TRUE	Rented	FALSE	1	46	California
1115937	F	NA	12500	Never Married	TRUE	Rented	FALSE	0	58	Pennsylvania
1116742	M	TRUE	21600	Married	TRUE	Rented	FALSE	2	65	Michigan
1117486	M	TRUE	33700	Married	TRUE	Homeowner free and clear	FALSE	1	64	New Jersey
1117622	F	TRUE	66000	Never Married	TRUE	Homeowner with mortgage/loan	TRUE	1	26	Nebraska
1120122	M	NA	6000	Never Married	TRUE	NA	NA	NA	80	Mississippi
1121202	F	TRUE	116000	Married	TRUE	Rented	FALSE	2	37	Pennsylvania
1121810	F	NA	57700	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	1	80	New York
1127889	F	TRUE	64270	Divorced/Separated	TRUE	Rented	FALSE	2	55	Virginia
1131536	M	TRUE	80000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	57	New York
1131990	F	TRUE	80000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	2	51	Texas
1132236	F	TRUE	40000	Never Married	TRUE	Rented	FALSE	1	55	Michigan
1133606	F	NA	24000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	1	67	Tennessee
1133846	F	TRUE	75000	Married	TRUE	Homeowner with mortgage/loan	FALSE	5	47	Michigan
1137728	F	NA	10800	Widowed	TRUE	Homeowner free and clear	FALSE	1	84	New York
1139422	F	NA	9600	Widowed	TRUE	Rented	FALSE	1	85	New Mexico
1140783	F	TRUE	39000	Married	TRUE	Rented	FALSE	2	43	Nebraska
1140973	M	NA	36000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	43	Tennessee
1143785	F	TRUE	145000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	50	Tennessee
1144205	M	TRUE	28000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	65	Michigan
1145290	F	TRUE	450	Married	TRUE	Rented	FALSE	1	33	New York
1149284	M	TRUE	28800	Divorced/Separated	TRUE	Homeowner with mortgage/loan	TRUE	1	40	Indiana
1150024	M	TRUE	36000	Married	TRUE	Rented	FALSE	2	37	Washington
1152584	F	NA	9600	Divorced/Separated	TRUE	Rented	FALSE	0	73	New Jersey
1152642	M	NA	0	Never Married	FALSE	Rented	FALSE	1	54	Virginia
1159665	M	TRUE	37000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	46	Maryland
1159694	M	TRUE	50000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	41	Minnesota
1159904	M	TRUE	100000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	39	Ohio
1160167	M	NA	41500	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	74	Maryland
1165177	M	TRUE	40000	Divorced/Separated	TRUE	Rented	FALSE	2	38	Indiana
1165631	M	TRUE	41000	Never Married	TRUE	Rented	TRUE	1	37	California
1167155	M	TRUE	153000	Never Married	TRUE	Rented	FALSE	1	32	New York
1169067	M	TRUE	165100	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	71	California
1170716	F	NA	15200	Widowed	TRUE	Rented	FALSE	1	65	Pennsylvania
1171358	F	TRUE	75000	Never Married	TRUE	Rented	TRUE	1	40	California
1171408	M	TRUE	9000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	33	Montana
1172770	M	NA	74500	Married	TRUE	Homeowner free and clear	FALSE	2	62	Connecticut
1175925	M	NA	0	Married	TRUE	Homeowner with mortgage/loan	FALSE	5	59	New Mexico
1176266	F	TRUE	60000	Never Married	FALSE	Rented	TRUE	1	45	Tennessee
1178989	M	TRUE	44000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	58	Virginia
1180739	F	TRUE	115800	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	52	California
1181596	M	TRUE	57000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	55	Texas
1184851	F	TRUE	42000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	66	Pennsylvania
1185185	M	NA	19000	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	71	Louisiana
1185382	F	NA	7200	Never Married	TRUE	NA	NA	NA	26	Mississippi
1192089	M	NA	49000	Married	TRUE	Homeowner free and clear	FALSE	2	77	California
1194722	F	FALSE	3160	Never Married	FALSE	Rented	FALSE	0	40	Massachusetts
1197386	F	TRUE	25000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	55	Alabama
1198992	M	NA	94600	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	70	California
1199409	M	TRUE	18000	Never Married	FALSE	Rented	FALSE	1	34	Missouri
1200487	M	NA	0	Never Married	FALSE	NA	NA	NA	36	Texas
1201949	M	NA	25300	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	4	83	Illinois
1210039	F	TRUE	48000	Never Married	FALSE	Rented	FALSE	0	48	New York
1210604	F	NA	31500	Widowed	TRUE	Rented	FALSE	0	89	New York
1211323	M	NA	46200	Widowed	TRUE	Rented	TRUE	1	74	Texas
1212823	F	TRUE	328000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	3	37	Ohio
1213106	M	TRUE	60000	Married	TRUE	Homeowner free and clear	TRUE	2	38	New York
1213329	F	TRUE	137000	Divorced/Separated	TRUE	Rented	TRUE	1	44	South Carolina
1213522	M	TRUE	15400	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	58	New Hampshire
1215332	F	TRUE	42000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	64	New Jersey
1216026	M	NA	9600	Never Married	FALSE	Rented	FALSE	6	50	Maryland
1216094	M	NA	32100	Married	TRUE	Homeowner free and clear	FALSE	2	69	Tennessee
1216112	M	TRUE	46000	Never Married	TRUE	Homeowner free and clear	FALSE	1	41	Pennsylvania
1216615	F	NA	25000	Widowed	TRUE	Homeowner free and clear	FALSE	3	83	California
1217985	F	NA	19000	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	2	74	Ohio
1218268	F	NA	0	Divorced/Separated	TRUE	Rented	FALSE	1	57	Arizona
1219346	M	NA	0	Never Married	FALSE	NA	NA	NA	23	California
1222380	M	TRUE	85000	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	33	California
1222630	F	TRUE	78000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	52	South Carolina
1223510	F	NA	19600	Widowed	TRUE	Homeowner free and clear	FALSE	2	76	New York
1224734	M	TRUE	65000	Never Married	TRUE	Occupied with no rent	FALSE	1	52	Ohio
1225516	F	TRUE	104000	Never Married	TRUE	Rented	FALSE	1	48	Texas
1225838	M	TRUE	75000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	62	Oklahoma
1227678	M	TRUE	150000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	52	Ohio
1229417	F	TRUE	48000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	0	Washington
1231777	F	TRUE	91010	Never Married	TRUE	Rented	FALSE	1	52	California
1234349	F	TRUE	68400	Married	TRUE	Homeowner with mortgage/loan	TRUE	1	29	Florida
1236386	F	NA	12600	Widowed	TRUE	Homeowner free and clear	FALSE	1	78	Pennsylvania
1236514	F	TRUE	80000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	61	New York
1236675	M	TRUE	40200	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	39	Pennsylvania
1237055	M	TRUE	95000	Married	TRUE	Rented	FALSE	1	39	Massachusetts
1238436	F	NA	0	Married	FALSE	Rented	FALSE	2	25	Tennessee
1238518	M	NA	13200	Married	TRUE	Homeowner free and clear	FALSE	2	78	Pennsylvania
1238678	M	TRUE	65000	Married	FALSE	Homeowner with mortgage/loan	FALSE	1	40	Iowa
1239370	F	TRUE	45000	Married	TRUE	Homeowner with mortgage/loan	TRUE	2	50	Oklahoma
1239496	M	TRUE	104000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	33	West Virginia
1241524	M	TRUE	50000	Divorced/Separated	TRUE	Homeowner free and clear	FALSE	2	56	California
1241975	M	TRUE	35400	Married	FALSE	Homeowner with mortgage/loan	FALSE	2	51	New York
1245887	F	TRUE	615000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	44	Pennsylvania
1245912	F	TRUE	14000	Married	TRUE	Occupied with no rent	FALSE	1	28	Ohio
1249187	F	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	55	Texas
1250656	M	TRUE	63000	Married	TRUE	Homeowner with mortgage/loan	FALSE	6	55	Indiana
1250816	F	TRUE	50000	Never Married	TRUE	Rented	FALSE	1	28	Indiana
1253904	M	TRUE	100000	Married	TRUE	Homeowner with mortgage/loan	FALSE	4	55	New Jersey
1254684	M	NA	20800	Married	TRUE	Homeowner with mortgage/loan	FALSE	1	93	Florida
1255530	M	FALSE	2400	Never Married	FALSE	Rented	TRUE	1	50	Tennessee
1258309	M	TRUE	22000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	52	Pennsylvania
1259310	M	TRUE	10000	Never Married	FALSE	Rented	TRUE	4	23	New York
1259643	F	FALSE	0	Divorced/Separated	TRUE	Rented	TRUE	1	57	West Virginia
1262812	M	TRUE	60000	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	70	Maine
1262853	M	TRUE	8000	Never Married	TRUE	NA	NA	NA	20	Mississippi
1263543	M	NA	19200	Married	TRUE	Homeowner free and clear	FALSE	3	77	New York
1264160	F	NA	34400	Widowed	TRUE	Homeowner free and clear	FALSE	1	80	Michigan
1264817	F	TRUE	64000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	1	51	Arkansas
1264848	M	TRUE	36000	Never Married	TRUE	Rented	FALSE	0	40	Pennsylvania
1267400	M	NA	25000	Divorced/Separated	TRUE	Rented	FALSE	0	70	Florida
1267682	F	NA	18200	Widowed	TRUE	Homeowner free and clear	FALSE	2	74	Florida
1267710	M	TRUE	68000	Divorced/Separated	TRUE	Homeowner with mortgage/loan	FALSE	2	42	Pennsylvania
1268916	M	TRUE	49000	Married	FALSE	Rented	FALSE	2	42	California
1269051	F	NA	137600	Widowed	TRUE	Homeowner with mortgage/loan	FALSE	1	69	Pennsylvania
1269422	M	TRUE	36000	Never Married	TRUE	NA	NA	NA	26	Virginia
1269661	F	NA	13600	Married	FALSE	Homeowner free and clear	FALSE	2	59	New Jersey
1273216	M	NA	0	Married	FALSE	Rented	FALSE	2	59	New York
1274592	M	TRUE	224000	Widowed	TRUE	Homeowner free and clear	FALSE	2	83	California
1276808	M	TRUE	40000	Never Married	FALSE	Rented	FALSE	1	27	Ohio
1278230	F	TRUE	110000	Married	TRUE	Homeowner with mortgage/loan	TRUE	2	33	Tennessee
1278909	M	NA	26910	Married	TRUE	Homeowner free and clear	FALSE	5	70	Missouri
1280826	M	TRUE	120000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	40	Pennsylvania
1281448	M	NA	10600	Widowed	TRUE	Homeowner free and clear	FALSE	2	47	Georgia
1282540	M	NA	35870	Never Married	TRUE	Homeowner free and clear	FALSE	1	52	California
1282762	M	NA	0	Never Married	FALSE	NA	NA	NA	41	California
1283591	M	NA	65000	Married	TRUE	Homeowner free and clear	FALSE	2	84	Missouri
1283783	F	TRUE	40000	Never Married	TRUE	Homeowner with mortgage/loan	FALSE	1	63	Vermont
1283962	M	TRUE	23950	Never Married	FALSE	Rented	FALSE	1	65	California
1284555	F	TRUE	191500	Married	TRUE	Homeowner with mortgage/loan	FALSE	2	41	Texas
1285807	F	TRUE	24000	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	31	Minnesota
1288195	M	TRUE	2000	Never Married	TRUE	Rented	FALSE	0	28	Ohio
1293509	M	NA	10400	Never Married	TRUE	Rented	TRUE	0	34	Arizona
1295682	M	NA	250700	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	76	Minnesota
1297652	M	TRUE	165200	Married	TRUE	Homeowner with mortgage/loan	FALSE	3	62	California
1299959	M	TRUE	19200	Married	TRUE	Rented	FALSE	3	51	California
